,試合ID,表チーム,裏チーム,表得点,裏得点
2585,1995211.csv,オリオールズ,レンジャーズ,1,3
2586,1995212.csv,オリオールズ,レンジャーズ,9,6
2587,1995213.csv,ツインズ,カブス,9,14
2588,1995214.csv,ツインズ,オリオールズ,7,0
2589,1995215.csv,マリナーズ,レンジャーズ,4,3
2590,1995216.csv,ブルージェイズ,オリオールズ,7,1
2591,1995217.csv,ブルージェイズ,オリオールズ,2,1
2592,1995218.csv,マリナーズ,レンジャーズ,4,11
2593,1995219.csv,ツインズ,カブス,10,11
2594,1995220.csv,ブルージェイズ,オリオールズ,3,5
2595,1995221.csv,マリナーズ,レンジャーズ,7,11
2596,1995222.csv,タイガース,カブス,3,5
2597,1995223.csv,インディアンス,オリオールズ,1,3
2598,1995224.csv,タイガース,カブス,2,5
2599,1995225.csv,Dバックス,レンジャーズ,3,5
2600,1995227.csv,インディアンス,オリオールズ,4,0
2601,1995228.csv,レッズ,カブス,3,2
2602,1995229.csv,Dバックス,レンジャーズ,6,4
2603,1995230.csv,レッズ,カブス,7,8
2604,1995231.csv,エンゼルス,レンジャーズ,6,8
2605,1995232.csv,インディアンス,オリオールズ,7,3
2606,1995233.csv,レッズ,カブス,5,6
2607,1995234.csv,エンゼルス,レンジャーズ,4,6
2608,1995235.csv,インディアンス,オリオールズ,2,1
2609,1995236.csv,ナショナルズ,レッズ,13,7
2610,1995237.csv,カージナルス,カブス,6,9
2611,1995238.csv,エンゼルス,レンジャーズ,11,7
2612,1995239.csv,カージナルス,カブス,18,5
2613,1995240.csv,エンゼルス,レンジャーズ,2,4
2614,1995241.csv,カージナルス,カブス,6,3
2615,1995242.csv,ドジャース,レンジャーズ,8,4
2616,1995243.csv,ナショナルズ,レッズ,6,5
2617,1995244.csv,カージナルス,カブス,2,7
2618,1995245.csv,ドジャース,レンジャーズ,3,1
2619,1995246.csv,Dバックス,カブス,7,1
2620,1995247.csv,ツインズ,レンジャーズ,10,7
2621,1995248.csv,Dバックス,カブス,5,1
2622,1995249.csv,カブス,レッズ,0,1
2623,1995250.csv,Dバックス,カブス,1,2
2624,1995251.csv,Dバックス,カブス,6,7
2625,1995253.csv,パドレス,カブス,6,1
2626,1995254.csv,ツインズ,レンジャーズ,4,7
2627,1995255.csv,パドレス,カブス,4,5
2628,1995256.csv,カージナルス,レッズ,13,4
2629,1995257.csv,ツインズ,レンジャーズ,4,18
2630,1995258.csv,パドレス,カブス,4,5
2631,1995259.csv,エンゼルス,レンジャーズ,3,1
2632,1995260.csv,パドレス,カブス,10,6
2633,1995261.csv,カージナルス,レッズ,5,3
2634,1995262.csv,エンゼルス,レンジャーズ,2,4
2635,1995263.csv,ナショナルズ,カブス,2,3
2636,1995264.csv,エンゼルス,レンジャーズ,9,3
2637,1995265.csv,ナショナルズ,カブス,9,4
2638,1995266.csv,レイズ,レンジャーズ,3,0
2639,1995267.csv,ナショナルズ,カブス,3,4
2640,1995268.csv,カージナルス,レッズ,6,1
2641,1995269.csv,レイズ,レンジャーズ,4,0
2642,1995270.csv,ブリュワーズ,カブス,7,0
2643,1995271.csv,レイズ,レンジャーズ,9,3
2644,1995272.csv,カージナルス,レッズ,3,2
2645,1995273.csv,ブリュワーズ,カブス,4,8
2646,1995274.csv,マリナーズ,レンジャーズ,3,8
2647,1995275.csv,マリナーズ,レンジャーズ,13,0
2648,1995276.csv,レッズ,カブス,1,7
2649,1995278.csv,マリナーズ,レンジャーズ,1,6
2650,1995280.csv,レイズ,オリオールズ,8,4
2651,1995282.csv,レイズ,オリオールズ,9,5
2652,1995283.csv,タイガース,オリオールズ,0,6
2653,1995286.csv,タイガース,オリオールズ,3,5
2654,1995287.csv,Rソックス,レイズ,4,6
2655,1995288.csv,ロイヤルズ,オリオールズ,15,7
2656,1995289.csv,ブレーブス,レッズ,7,4
2657,1995290.csv,ロイヤルズ,オリオールズ,3,5
2658,1995291.csv,ロイヤルズ,オリオールズ,6,11
2659,1995292.csv,Rソックス,レイズ,1,0
2660,1995293.csv,レイズ,オリオールズ,4,9
2661,1995294.csv,レッズ,カブス,2,3
2662,1995296.csv,Rソックス,レイズ,3,2
2663,1995297.csv,レイズ,オリオールズ,3,6
2664,1995298.csv,レッズ,カブス,6,10
2665,1995299.csv,レイズ,オリオールズ,1,17
2666,1995300.csv,レッズ,カブス,0,9
2667,1995302.csv,フィリーズ,オリオールズ,4,1
2668,1995303.csv,メッツ,カブス,4,7
2669,1995304.csv,ブリュワーズ,レッズ,7,6
2670,1995305.csv,メッツ,カブス,1,2
2671,1995306.csv,ナショナルズ,オリオールズ,6,0
2672,1995307.csv,メッツ,カブス,10,3
2673,1995308.csv,ナショナルズ,オリオールズ,3,2
2674,1995310.csv,ナショナルズ,オリオールズ,2,0
2675,1995311.csv,Rソックス,レイズ,2,1
2676,1995312.csv,フィリーズ,レイズ,2,1
2677,1995314.csv,フィリーズ,レイズ,9,4
2678,1995315.csv,ブリュワーズ,カブス,3,2
2679,1995317.csv,ヤンキース,オリオールズ,4,1
2680,1995318.csv,フィリーズ,レイズ,10,4
2681,1995319.csv,ブリュワーズ,カブス,0,3
2682,1995320.csv,レンジャーズ,レイズ,4,8
2683,1995321.csv,ヤンキース,オリオールズ,8,5
2684,1995323.csv,ブリュワーズ,カブス,5,1
2685,1995326.csv,レッズ,カブス,2,3
2686,1995328.csv,レッズ,カブス,0,1
2687,1995329.csv,Rソックス,オリオールズ,2,0
2688,1995331.csv,ツインズ,レイズ,7,8
2689,1995332.csv,レッズ,カブス,2,1
2690,1995333.csv,ツインズ,レイズ,1,10
2691,1995334.csv,パイレーツ,カブス,5,1
2692,1995335.csv,Rソックス,オリオールズ,6,4
2693,1995336.csv,ツインズ,レイズ,6,8
2694,1995337.csv,Rソックス,オリオールズ,5,1
2695,1995338.csv,パイレーツ,カブス,6,0
2696,1995340.csv,パイレーツ,カブス,6,7
2697,1995341.csv,マーリンズ,オリオールズ,2,0
2698,1995342.csv,パイレーツ,カブス,0,3
2699,1995343.csv,マーリンズ,オリオールズ,5,4
2700,1995344.csv,マーリンズ,オリオールズ,4,10
2701,1995345.csv,カージナルス,カブス,4,8
2702,1995346.csv,ブルージェイズ,レイズ,2,6
2703,1995348.csv,カージナルス,カブス,2,1
2704,1995349.csv,ブルージェイズ,レイズ,3,5
2705,1995350.csv,ブルージェイズ,レイズ,2,1
2706,1995351.csv,カージナルス,カブス,5,10
2707,1995352.csv,ブレーブス,レイズ,1,0
2708,1995353.csv,メッツ,レッズ,1,2
2709,1995354.csv,ブレーブス,レイズ,5,2
2710,1995355.csv,Rソックス,レイズ,4,2
2711,1995356.csv,Rソックス,レイズ,4,1
2712,1995357.csv,Rソックス,レイズ,3,6
2713,1995358.csv,カブス,レッズ,8,1
2714,1995359.csv,オリオールズ,レイズ,2,0
2715,1995360.csv,オリオールズ,レイズ,1,5
2716,1995361.csv,カブス,レッズ,10,0
2717,1995362.csv,オリオールズ,レイズ,3,8
2718,1995363.csv,カブス,レッズ,6,1
2719,1995364.csv,マリナーズ,レイズ,5,4
2720,1995365.csv,パイレーツ,レッズ,2,7
2721,1995366.csv,マリナーズ,レイズ,4,3
2722,1995367.csv,マリナーズ,レイズ,3,7
2723,1995368.csv,パイレーツ,レッズ,5,4
2724,1995369.csv,マリナーズ,レイズ,5,4
2725,1995370.csv,ブルージェイズ,レイズ,4,8
2726,1995371.csv,パイレーツ,レッズ,4,5
2727,1995372.csv,ブルージェイズ,レイズ,1,4
2728,1995374.csv,ロイヤルズ,インディアンス,1,0
2729,1995375.csv,ブルージェイズ,レイズ,0,1
2730,1995376.csv,ロイヤルズ,インディアンス,1,3
2731,1995377.csv,ヤンキース,レイズ,1,2
2732,1995378.csv,ロッキーズ,レッズ,9,6
2733,1995379.csv,タイガース,インディアンス,0,2
2734,1995380.csv,ヤンキース,レイズ,0,4
2735,1995381.csv,タイガース,インディアンス,1,2
2736,1995382.csv,ヤンキース,レイズ,6,7
2737,1995383.csv,タイガース,インディアンス,1,5
2738,1995384.csv,ナショナルズ,レイズ,0,11
2739,1995385.csv,タイガース,インディアンス,3,9
2740,1995386.csv,ナショナルズ,レイズ,0,1
2741,1995387.csv,ロッキーズ,レッズ,6,3
2742,1995388.csv,ブルージェイズ,インディアンス,8,4
2743,1995389.csv,アストロズ,レイズ,1,0
2744,1995391.csv,アストロズ,レイズ,2,3
2745,1995393.csv,アストロズ,レイズ,2,5
2746,1995394.csv,ロッキーズ,レッズ,5,7
2747,1995395.csv,カブス,インディアンス,10,3
2748,1995396.csv,カブス,インディアンス,1,4
2749,1995397.csv,カージナルス,レッズ,7,6
2750,1995398.csv,マリナーズ,インディアンス,5,4
2751,1995399.csv,アストロズ,レイズ,2,3
2752,1995400.csv,マリナーズ,インディアンス,5,6
2753,1995401.csv,タイガース,レイズ,9,10
2754,1995403.csv,カージナルス,レッズ,6,4
2755,1995406.csv,タイガース,レイズ,2,4
2756,1995407.csv,カージナルス,レッズ,3,6
2757,1995409.csv,マーリンズ,レイズ,6,5
2758,1995410.csv,マーリンズ,レイズ,3,2
2759,1995411.csv,レンジャーズ,インディアンス,8,6
2760,1995412.csv,マーリンズ,レイズ,4,6
2761,1995413.csv,タイガース,レッズ,5,9
2762,1995415.csv,ヤンキース,レイズ,6,7
2763,1995416.csv,ロイヤルズ,インディアンス,10,9
2764,1995417.csv,タイガース,レッズ,3,5
2765,1995418.csv,ロイヤルズ,インディアンス,2,6
2766,1995419.csv,ヤンキース,レイズ,4,0
2767,1995420.csv,ロイヤルズ,インディアンス,2,11
2768,1995421.csv,ヤンキース,レイズ,2,3
2769,1995422.csv,アストロズ,インディアンス,8,2
2770,1995423.csv,アストロズ,インディアンス,11,2
2771,1995424.csv,エンゼルス,レイズ,6,10
2772,1995425.csv,カブス,レッズ,2,6
2773,1995426.csv,アストロズ,インディアンス,6,8
2774,1995427.csv,アストロズ,インディアンス,9,10
2775,1995428.csv,カブス,レッズ,3,6
2776,1995429.csv,Wソックス,インディアンス,6,9
2777,1995430.csv,エンゼルス,レイズ,2,7
2778,1995431.csv,Wソックス,インディアンス,3,7
2779,1995432.csv,エンゼルス,レイズ,2,4
2780,1995433.csv,Wソックス,インディアンス,1,9
2781,1995434.csv,Wソックス,レイズ,3,2
2782,1995435.csv,カブス,レッズ,2,11
2783,1995436.csv,Wソックス,レイズ,2,1
2784,1995437.csv,ブリュワーズ,インディアンス,2,3
2785,1995438.csv,Wソックス,レイズ,8,7
2786,1995439.csv,カブス,レッズ,6,8
2787,1995440.csv,ブリュワーズ,インディアンス,1,3
2788,1995441.csv,オリオールズ,レイズ,3,4
2789,1995442.csv,オリオールズ,レイズ,5,4
2790,1995443.csv,オリオールズ,レイズ,4,5
2791,1995444.csv,ツインズ,インディアンス,6,3
2792,1995445.csv,ブリュワーズ,レッズ,6,4
2793,1995446.csv,ツインズ,インディアンス,9,3
2794,1995447.csv,ロイヤルズ,レイズ,0,1
2795,1995448.csv,ツインズ,インディアンス,1,4
2796,1995449.csv,ロイヤルズ,レイズ,1,4
2797,1995450.csv,ブリュワーズ,レッズ,8,2
2798,1995451.csv,Wソックス,インディアンス,2,6
2799,1995452.csv,ロイヤルズ,レイズ,3,6
2800,1995453.csv,Wソックス,インディアンス,3,6
2801,1995454.csv,ロイヤルズ,レイズ,3,4
2802,1995455.csv,Wソックス,インディアンス,0,12
2803,1995456.csv,Rソックス,レイズ,3,10
2804,1995457.csv,ブリュワーズ,レッズ,3,12
2805,1995458.csv,タイガース,インディアンス,0,10
2806,1995459.csv,タイガース,インディアンス,1,4
2807,1995460.csv,Rソックス,レイズ,1,5
2808,1995461.csv,タイガース,インディアンス,2,12
2809,1995462.csv,Rソックス,レイズ,1,9
2810,1995463.csv,ブリュワーズ,レッズ,2,8
2811,1995464.csv,アスレチックス,インディアンス,4,10
2812,1995465.csv,Wソックス,レッズ,3,5
2813,1995466.csv,アスレチックス,インディアンス,6,3
2814,1995467.csv,アスレチックス,インディアンス,6,0
2815,1995468.csv,レッズ,インディアンス,7,5
2816,1995469.csv,Wソックス,レッズ,12,8
2817,1995470.csv,レッズ,インディアンス,7,4
2818,1995471.csv,オリオールズ,レイズ,2,14
2819,1995472.csv,レッズ,インディアンス,4,19
2820,1995474.csv,ヤンキース,インディアンス,7,4
2821,1995475.csv,オリオールズ,レイズ,3,8
2822,1995476.csv,Wソックス,レッズ,4,7
2823,1995477.csv,ヤンキース,インディアンス,5,6
2824,1995478.csv,インディアンス,レイズ,5,6
2825,1995479.csv,ヤンキース,インディアンス,5,4
2826,1995480.csv,ヤンキース,インディアンス,2,5
2827,1995481.csv,パイレーツ,レッズ,12,1
2828,1995482.csv,パイレーツ,インディアンス,7,0
2829,1995483.csv,パイレーツ,インディアンス,9,4
2830,1995484.csv,パイレーツ,インディアンス,0,4
2831,1995485.csv,パイレーツ,レッズ,6,2
2832,1995486.csv,エンゼルス,インディアンス,7,4
2833,1995487.csv,インディアンス,レイズ,2,0
2834,1995488.csv,エンゼルス,インディアンス,0,3
2835,1995489.csv,パイレーツ,レッズ,9,2
2836,1995490.csv,インディアンス,レイズ,1,3
2837,1995491.csv,エンゼルス,インディアンス,3,4
2838,1995492.csv,ツインズ,インディアンス,0,10
2839,1995493.csv,アスレチックス,レイズ,2,1
2840,1995494.csv,カージナルス,レッズ,1,2
2841,1995495.csv,ツインズ,インディアンス,3,2
2842,1995496.csv,アスレチックス,レイズ,5,7
2843,1995497.csv,ツインズ,インディアンス,2,5
2844,1995498.csv,アスレチックス,レイズ,4,5
2845,1995499.csv,カージナルス,レッズ,4,2
2846,1995500.csv,ツインズ,インディアンス,4,5
2847,1995501.csv,オリオールズ,インディアンス,1,2
2848,1995502.csv,オリオールズ,インディアンス,4,2
2849,1995503.csv,ヤンキース,レイズ,4,1
2850,1995504.csv,カージナルス,レッズ,3,7
2851,1995505.csv,オリオールズ,インディアンス,0,8
2852,1995506.csv,ヤンキース,レイズ,9,2
2853,1995507.csv,ツインズ,インディアンス,1,8
2854,1995508.csv,ツインズ,インディアンス,4,3
2855,1995509.csv,ヤンキース,レイズ,7,8
2856,1995510.csv,ツインズ,インディアンス,3,5
2857,1995511.csv,ヤンキース,レイズ,12,1
2858,1995512.csv,フィリーズ,レッズ,9,4
2859,1995513.csv,レイズ,インディアンス,0,3
2860,1995514.csv,ブルージェイズ,レイズ,7,6
2861,1995515.csv,ブルージェイズ,レイズ,3,4
2862,1995516.csv,レイズ,インディアンス,5,3
2863,1995518.csv,レイズ,インディアンス,6,4
2864,1995519.csv,ロイヤルズ,インディアンス,5,1
2865,1995520.csv,ブルージェイズ,レイズ,4,9
2866,1995521.csv,ロイヤルズ,インディアンス,3,9
2867,1995523.csv,ロイヤルズ,インディアンス,1,3
2868,1995524.csv,タイガース,インディアンス,5,4
2869,1995526.csv,タイガース,インディアンス,0,15
2870,1995527.csv,タイガース,インディアンス,6,4
2871,1995528.csv,Wソックス,インディアンス,3,5
2872,1995529.csv,Wソックス,インディアンス,1,4
2873,1995530.csv,Wソックス,インディアンス,5,4
2874,1995531.csv,Dバックス,レッズ,0,3
2875,1995532.csv,Rソックス,インディアンス,7,5
2876,1995533.csv,Rソックス,インディアンス,4,5
2877,1995534.csv,Dバックス,レッズ,3,6
2878,1995535.csv,Rソックス,インディアンス,3,4
2879,1995536.csv,Dバックス,レッズ,9,2
2880,1995537.csv,インディアンス,レッズ,10,3
2881,1995538.csv,インディアンス,レッズ,8,1
2882,1995539.csv,インディアンス,レッズ,4,3
2883,1995540.csv,ジャイアンツ,レッズ,1,2
2884,1995541.csv,ジャイアンツ,レッズ,1,7
2885,1995542.csv,オリオールズ,アストロズ,1,6
2886,1995543.csv,ジャイアンツ,レッズ,4,11
2887,1995544.csv,オリオールズ,アストロズ,6,10
2888,1995545.csv,オリオールズ,アストロズ,2,3
2889,1995546.csv,ブリュワーズ,レッズ,7,9
2890,1995548.csv,パドレス,アストロズ,0,1
2891,1995549.csv,ブリュワーズ,レッズ,13,12
2892,1995550.csv,パドレス,アストロズ,1,4
2893,1995552.csv,レンジャーズ,アストロズ,2,3
2894,1995553.csv,レンジャーズ,アストロズ,6,5
2895,1995554.csv,Dバックス,カージナルス,3,5
2896,1995555.csv,ブリュワーズ,レッズ,2,1
2897,1995556.csv,レンジャーズ,アストロズ,3,1
2898,1995557.csv,Dバックス,カージナルス,4,1
2899,1995558.csv,ブリュワーズ,カージナルス,5,4
2900,1995560.csv,パドレス,レッズ,6,2
2901,1995563.csv,パドレス,レッズ,6,12
2902,1995564.csv,エンゼルス,アストロズ,2,5
2903,1995565.csv,ブリュワーズ,カージナルス,3,2
2904,1995566.csv,アスレチックス,アストロズ,8,1
2905,1995572.csv,レッズ,カージナルス,2,9
2906,1995574.csv,パドレス,レッズ,7,6
2907,1995575.csv,ヤンキース,アストロズ,4,0
2908,1995579.csv,ヤンキース,アストロズ,6,5
2909,1995580.csv,ドジャース,レッズ,6,10
2910,1995581.csv,メッツ,カージナルス,3,4
2911,1995582.csv,レンジャーズ,アストロズ,1,0
2912,1995583.csv,レンジャーズ,アストロズ,1,6
2913,1995584.csv,ドジャース,レッズ,1,3
2914,1995585.csv,レンジャーズ,アストロズ,1,6
2915,1995586.csv,インディアンス,アストロズ,1,4
2916,1995587.csv,インディアンス,アストロズ,5,4
2917,1995588.csv,インディアンス,アストロズ,1,3
2918,1995589.csv,ジャイアンツ,アストロズ,2,11
2919,1995590.csv,ジャイアンツ,アストロズ,1,4
2920,1995591.csv,Rソックス,アストロズ,2,4
2921,1995592.csv,Wソックス,カージナルス,2,3
2922,1995593.csv,Rソックス,アストロズ,3,7
2923,1995594.csv,Rソックス,アストロズ,5,4
2924,1995595.csv,Rソックス,アストロズ,9,3
2925,1995596.csv,マリナーズ,アストロズ,7,1
2926,1995597.csv,マリナーズ,アストロズ,5,7
2927,1995598.csv,ドジャース,レッズ,8,1
2928,1995599.csv,レイズ,アストロズ,4,5
2929,1995600.csv,Wソックス,カージナルス,2,3
2930,1995601.csv,レイズ,アストロズ,2,1
